STREETSEGID,BIKEINCIDENTS,PEDINCIDENTS,PEDFATALITIES,LVL1,LVL2,LVL3,RISK_SUM,RISK_INDEX,
7452,1,3,0,0,1,0,3,1,
7453,0,1,0,0,0,0,0,1,
7464,1,0,0,0,1,0,3,1,
7471,2,0,0,0,1,1,6,2,
7473,0,1,0,0,0,0,0,1,
7474,0,2,0,0,0,0,0,1,
7475,1,0,0,1,0,0,1,1,
7476,1,5,0,0,1,0,3,1,
7477,4,0,0,1,2,1,10,2,
7479,0,1,0,0,0,0,0,1,
7480,0,1,0,0,0,0,0,1,
7487,0,1,0,0,0,0,0,1,
7490,1,0,0,1,0,0,1,1,
7491,2,0,0,0,2,0,6,2,
7492,1,1,0,1,0,0,1,1,
7498,2,1,0,1,1,0,4,1,
7503,0,1,0,0,0,0,0,1,
7507,0,1,0,0,0,0,0,1,
7508,0,3,0,0,0,0,0,1,
7511,0,1,0,0,0,0,0,1,
7515,3,0,0,0,3,0,9,2,
7524,0,1,0,0,0,0,0,1,
7529,3,0,0,1,2,0,7,2,
7530,0,1,0,0,0,0,0,1,
7537,0,2,0,0,0,0,0,1,
7538,1,0,0,1,0,0,1,1,
7546,0,2,0,0,0,0,0,1,
7559,1,1,0,1,0,0,1,1,
7567,0,2,0,0,0,0,0,1,
7570,0,2,0,0,0,0,0,1,
7575,0,4,0,0,0,0,0,1,
7582,1,0,0,0,1,0,3,1,
7592,1,0,0,0,1,0,3,1,
7596,0,1,0,0,0,0,0,1,
7597,1,0,0,0,1,0,3,1,
7610,1,0,0,0,0,1,3,1,
7611,0,1,0,0,0,0,0,1,
7618,0,2,0,0,0,0,0,1,
7625,0,1,0,0,0,0,0,1,
7633,1,0,0,0,0,1,3,1,
7634,1,0,0,0,1,0,3,1,
7636,0,1,0,0,0,0,0,1,
7637,1,0,0,1,0,0,1,1,
7639,6,0,0,2,3,1,14,3,
7643,0,5,0,0,0,0,0,1,
7645,2,0,0,0,1,1,6,2,
7649,3,2,0,0,3,0,9,2,
7650,1,0,0,0,1,0,3,1,
7654,3,6,0,1,1,1,7,2,
7656,0,1,0,0,0,0,0,1,
7659,0,1,0,0,0,0,0,1,
7661,2,1,0,1,0,1,4,1,
7671,0,2,0,0,0,0,0,1,
7674,0,1,0,0,0,0,0,1,
7676,6,8,0,4,2,0,10,2,
7678,0,1,0,0,0,0,0,1,
7679,0,1,0,0,0,0,0,1,
7680,0,2,0,0,0,0,0,1,
7683,0,1,0,0,0,0,0,1,
7685,1,0,0,0,1,0,3,1,
7687,1,1,0,0,1,0,3,1,
7688,1,6,0,0,1,0,3,1,
7691,1,0,0,0,1,0,3,1,
7692,5,5,0,1,4,0,13,3,
7697,1,3,0,0,1,0,3,1,
7700,0,2,0,0,0,0,0,1,
7702,0,1,0,0,0,0,0,1,
7705,1,0,0,0,1,0,3,1,
7706,2,1,0,0,2,0,6,2,
7707,1,1,0,0,1,0,3,1,
7711,1,0,0,0,1,0,3,1,
7715,0,1,0,0,0,0,0,1,
7718,0,1,0,0,0,0,0,1,
7719,0,1,0,0,0,0,0,1,
7721,6,2,0,3,3,0,12,3,
7724,0,1,0,0,0,0,0,1,
7725,4,0,0,0,4,0,12,3,
7727,1,0,0,1,0,0,1,1,
7729,2,1,0,0,2,0,6,2,
7738,0,2,0,0,0,0,0,1,
7741,1,1,0,0,1,0,3,1,
7744,2,0,0,0,2,0,6,2,
7746,1,0,0,0,1,0,3,1,
7751,6,0,0,1,5,0,16,3,
7758,0,1,0,0,0,0,0,1,
7759,1,1,0,0,1,0,3,1,
7763,1,1,0,1,0,0,1,1,
7764,0,1,0,0,0,0,0,1,
7767,0,1,0,0,0,0,0,1,
7773,0,1,0,0,0,0,0,1,
7775,4,0,0,0,3,1,12,3,
7780,0,1,0,0,0,0,0,1,
7781,2,0,0,0,1,1,6,2,
7782,1,0,0,0,1,0,3,1,
7785,0,1,0,0,0,0,0,1,
7790,2,0,0,1,1,0,4,1,
7802,0,1,0,0,0,0,0,1,
7809,6,6,0,0,6,0,18,3,
7818,0,1,0,0,0,0,0,1,
7819,3,4,0,0,3,0,9,2,
7821,1,2,0,1,0,0,1,1,
7822,0,1,0,0,0,0,0,1,
7828,1,0,0,0,1,0,3,1,
7829,0,1,0,0,0,0,0,1,
7830,1,2,0,0,1,0,3,1,
7833,0,1,0,0,0,0,0,1,
7835,3,0,0,1,2,0,7,2,
7836,0,1,0,0,0,0,0,1,
7839,0,6,0,0,0,0,0,1,
7841,1,3,0,0,1,0,3,1,
7845,2,3,0,0,1,1,6,2,
7847,0,2,0,0,0,0,0,1,
7853,0,1,0,0,0,0,0,1,
7855,0,1,0,0,0,0,0,1,
7856,0,1,0,0,0,0,0,1,
7858,4,7,1,1,3,0,10,2,
7864,0,1,0,0,0,0,0,1,
7869,0,1,0,0,0,0,0,1,
7873,1,0,0,0,1,0,3,1,
7877,1,2,0,0,1,0,3,1,
7883,1,2,0,0,0,1,3,1,
7887,0,3,0,0,0,0,0,1,
7891,0,5,0,0,0,0,0,1,
7894,0,2,0,0,0,0,0,1,
7896,0,1,0,0,0,0,0,1,
7897,3,1,0,1,2,0,7,2,
7902,1,0,0,0,1,0,3,1,
7906,1,0,0,0,1,0,3,1,
7912,0,1,0,0,0,0,0,1,
7914,1,1,0,0,1,0,3,1,
7917,1,3,0,0,1,0,3,1,
7922,0,2,0,0,0,0,0,1,
7930,0,1,0,0,0,0,0,1,
7932,0,1,0,0,0,0,0,1,
7933,0,2,0,0,0,0,0,1,
7943,1,0,0,0,0,1,3,1,
7944,1,0,0,1,0,0,1,1,
7948,1,0,0,0,1,0,3,1,
7952,0,1,0,0,0,0,0,1,
7953,0,1,0,0,0,0,0,1,
7954,2,0,0,1,1,0,4,1,
7955,1,0,0,1,0,0,1,1,
7957,2,0,0,1,1,0,4,1,
7963,1,0,0,0,1,0,3,1,
7964,0,1,0,0,0,0,0,1,
7967,0,1,0,0,0,0,0,1,
7968,1,0,0,1,0,0,1,1,
7973,1,5,0,0,1,0,3,1,
7975,0,2,0,0,0,0,0,1,
7980,1,2,0,0,1,0,3,1,
7982,4,0,0,0,3,1,12,3,
7988,0,2,0,0,0,0,0,1,
7997,0,1,0,0,0,0,0,1,
7998,0,1,0,0,0,0,0,1,
8001,0,1,0,0,0,0,0,1,
8005,0,1,0,0,0,0,0,1,
8009,1,1,0,0,1,0,3,1,
8010,0,3,0,0,0,0,0,1,
8012,0,1,0,0,0,0,0,1,
8016,0,1,0,0,0,0,0,1,
8025,1,0,0,1,0,0,1,1,
8028,2,4,0,1,1,0,4,1,
8031,0,1,0,0,0,0,0,1,
8034,1,0,0,0,1,0,3,1,
8039,0,2,0,0,0,0,0,1,
8040,0,1,0,0,0,0,0,1,
8042,1,0,0,0,1,0,3,1,
8043,0,2,0,0,0,0,0,1,
8047,0,2,0,0,0,0,0,1,
8049,1,1,0,1,0,0,1,1,
8052,1,0,0,0,0,1,3,1,
8054,2,0,0,1,1,0,4,1,
8058,1,0,0,0,1,0,3,1,
8072,2,0,0,1,1,0,4,1,
8078,2,0,0,0,1,1,6,2,
8079,1,1,0,0,1,0,3,1,
8090,0,1,0,0,0,0,0,1,
8093,1,1,0,0,1,0,3,1,
8095,0,1,0,0,0,0,0,1,
8098,3,2,0,1,2,0,7,2,
8099,0,1,0,0,0,0,0,1,
8104,1,2,0,0,1,0,3,1,
8105,0,1,0,0,0,0,0,1,
8108,0,1,0,0,0,0,0,1,
8115,2,0,0,1,1,0,4,1,
8120,1,4,0,0,1,0,3,1,
8124,3,13,0,0,3,0,9,2,
8126,2,0,0,0,1,1,6,2,
8130,0,1,0,0,0,0,0,1,
8131,1,0,0,0,1,0,3,1,
8132,0,1,1,0,0,0,0,1,
8135,1,0,0,0,1,0,3,1,
8139,0,1,0,0,0,0,0,1,
8158,1,0,0,0,1,0,3,1,
8160,1,0,0,0,1,0,3,1,
8163,1,0,0,0,1,0,3,1,
8165,2,1,0,1,1,0,4,1,
8172,0,1,0,0,0,0,0,1,
8174,0,1,0,0,0,0,0,1,
8176,0,1,0,0,0,0,0,1,
8181,1,0,0,1,0,0,1,1,
8182,1,1,0,0,1,0,3,1,
8186,1,6,0,0,1,0,3,1,
8191,4,1,0,1,3,0,10,2,
8194,1,0,0,0,1,0,3,1,
8195,2,3,0,1,1,0,4,1,
8198,1,0,0,0,1,0,3,1,
8203,0,3,0,0,0,0,0,1,
8205,1,1,0,0,1,0,3,1,
8213,0,1,0,0,0,0,0,1,
8216,3,1,0,0,2,1,9,2,
8220,0,2,0,0,0,0,0,1,
8224,1,0,0,0,1,0,3,1,
8230,0,2,0,0,0,0,0,1,
8231,3,1,0,1,2,0,7,2,
8232,0,1,0,0,0,0,0,1,
8233,0,1,0,0,0,0,0,1,
8238,0,2,0,0,0,0,0,1,
8245,1,0,0,0,1,0,3,1,
8246,0,1,0,0,0,0,0,1,
8250,0,3,0,0,0,0,0,1,
8252,1,2,0,0,1,0,3,1,
8260,3,0,0,1,2,0,7,2,
8263,0,1,0,0,0,0,0,1,
8265,0,1,0,0,0,0,0,1,
8276,0,2,0,0,0,0,0,1,
8285,1,0,0,1,0,0,1,1,
8286,0,1,0,0,0,0,0,1,
8289,0,1,0,0,0,0,0,1,
8292,1,0,0,0,1,0,3,1,
8297,1,0,0,0,1,0,3,1,
8302,1,1,0,0,1,0,3,1,
8303,0,1,0,0,0,0,0,1,
8306,1,0,0,0,1,0,3,1,
8307,0,1,0,0,0,0,0,1,
8314,1,1,0,0,1,0,3,1,
8322,0,1,0,0,0,0,0,1,
8325,1,2,0,1,0,0,1,1,
8326,0,1,0,0,0,0,0,1,
8328,0,1,0,0,0,0,0,1,
8329,0,1,0,0,0,0,0,1,
8331,0,2,0,0,0,0,0,1,
8332,0,2,0,0,0,0,0,1,
8333,0,2,0,0,0,0,0,1,
8340,1,0,0,0,0,1,3,1,
8343,1,0,0,0,1,0,3,1,
8344,5,8,0,0,4,1,15,3,
8355,1,0,0,0,1,0,3,1,
8362,0,1,0,0,0,0,0,1,
8363,0,1,0,0,0,0,0,1,
8367,1,0,0,0,1,0,3,1,
8371,3,0,0,0,3,0,9,2,
8372,0,3,0,0,0,0,0,1,
8378,1,2,0,0,1,0,3,1,
8380,0,1,0,0,0,0,0,1,
8388,3,5,0,1,2,0,7,2,
8390,0,1,0,0,0,0,0,1,
8399,1,0,0,0,1,0,3,1,
8401,0,3,0,0,0,0,0,1,
8406,1,0,0,0,0,1,3,1,
8407,1,1,0,0,1,0,3,1,
8409,1,0,0,0,1,0,3,1,
8412,0,3,0,0,0,0,0,1,
8413,2,0,0,0,2,0,6,2,
8415,1,2,0,0,1,0,3,1,
8418,1,0,0,1,0,0,1,1,
8419,0,1,0,0,0,0,0,1,
8420,0,1,0,0,0,0,0,1,
8421,0,2,0,0,0,0,0,1,
8422,1,1,0,0,1,0,3,1,
8427,0,1,0,0,0,0,0,1,
8428,1,0,0,0,1,0,3,1,
8430,1,0,0,0,1,0,3,1,
8439,0,1,0,0,0,0,0,1,
8440,0,1,0,0,0,0,0,1,
8444,4,2,1,0,3,1,12,3,
8446,0,1,0,0,0,0,0,1,
8449,0,2,0,0,0,0,0,1,
8452,0,1,0,0,0,0,0,1,
8454,1,1,0,0,1,0,3,1,
8456,2,1,0,1,1,0,4,1,
8459,1,0,0,0,1,0,3,1,
8460,0,1,0,0,0,0,0,1,
8462,0,1,0,0,0,0,0,1,
8465,0,3,0,0,0,0,0,1,
8466,0,1,0,0,0,0,0,1,
8468,2,1,0,0,2,0,6,2,
8478,2,2,0,1,1,0,4,1,
8483,0,2,0,0,0,0,0,1,
8490,0,1,0,0,0,0,0,1,
8491,2,8,0,0,2,0,6,2,
8492,0,1,0,0,0,0,0,1,
8495,2,0,0,0,2,0,6,2,
8496,1,0,0,0,1,0,3,1,
8505,2,0,0,1,1,0,4,1,
8509,3,0,0,2,1,0,5,1,
8514,0,1,0,0,0,0,0,1,
8515,0,1,0,0,0,0,0,1,
8517,1,0,0,1,0,0,1,1,
8523,1,0,0,1,0,0,1,1,
8530,0,1,0,0,0,0,0,1,
8532,1,10,0,1,0,0,1,1,
8536,0,1,0,0,0,0,0,1,
8539,1,1,0,0,1,0,3,1,
8540,0,2,0,0,0,0,0,1,
8541,1,0,0,0,1,0,3,1,
8544,1,0,0,0,1,0,3,1,
8551,1,0,0,0,1,0,3,1,
8555,3,8,0,0,3,0,9,2,
8558,0,1,0,0,0,0,0,1,
8560,2,0,0,1,1,0,4,1,
8562,1,1,0,1,0,0,1,1,
8573,1,0,0,0,1,0,3,1,
8575,7,6,0,1,5,1,19,3,
8583,3,4,0,1,2,0,7,2,
8584,1,0,0,0,1,0,3,1,
8587,0,1,0,0,0,0,0,1,
8588,1,0,0,0,0,1,3,1,
8592,1,0,0,0,1,0,3,1,
8594,2,4,0,0,2,0,6,2,
8595,3,14,0,0,3,0,9,2,
8599,0,1,0,0,0,0,0,1,
8603,0,1,0,0,0,0,0,1,
8605,0,1,0,0,0,0,0,1,
8606,4,2,0,0,4,0,12,3,
8609,4,0,0,1,3,0,10,2,
8611,2,1,0,1,1,0,4,1,
8623,2,3,0,1,1,0,4,1,
8624,1,0,0,0,0,1,3,1,
8625,4,1,0,1,2,1,10,2,
8627,1,1,0,0,1,0,3,1,
8633,0,1,0,0,0,0,0,1,
8634,3,5,0,1,2,0,7,2,
8644,1,1,0,0,1,0,3,1,
8649,1,0,0,0,1,0,3,1,
8652,0,1,0,0,0,0,0,1,
8653,0,1,0,0,0,0,0,1,
8654,1,0,0,0,1,0,3,1,
8660,0,1,0,0,0,0,0,1,
8666,0,1,0,0,0,0,0,1,
8668,1,0,0,0,1,0,3,1,
8671,1,0,0,0,1,0,3,1,
8680,2,3,0,1,1,0,4,1,
8681,1,1,0,0,1,0,3,1,
8682,1,0,0,0,1,0,3,1,
8683,0,2,0,0,0,0,0,1,
8693,1,0,0,0,0,1,3,1,
8694,0,1,0,0,0,0,0,1,
8698,0,1,0,0,0,0,0,1,
8701,0,7,0,0,0,0,0,1,
8702,1,1,0,0,1,0,3,1,
8703,4,4,0,1,2,1,10,2,
8710,0,1,0,0,0,0,0,1,
8711,1,0,0,1,0,0,1,1,
8714,2,1,0,0,2,0,6,2,
8715,0,2,0,0,0,0,0,1,
8722,0,1,0,0,0,0,0,1,
8723,4,2,0,1,3,0,10,2,
8725,1,0,0,0,1,0,3,1,
8730,1,0,0,0,1,0,3,1,
8739,0,2,0,0,0,0,0,1,
8745,1,0,0,0,1,0,3,1,
8746,1,0,0,0,1,0,3,1,
8748,1,1,0,0,1,0,3,1,
8750,0,1,0,0,0,0,0,1,
8754,0,1,0,0,0,0,0,1,
8761,0,1,0,0,0,0,0,1,
8763,0,1,0,0,0,0,0,1,
8764,0,1,0,0,0,0,0,1,
8775,0,1,0,0,0,0,0,1,
8778,1,0,0,0,1,0,3,1,
8780,1,0,0,0,1,0,3,1,
8784,3,1,0,1,2,0,7,2,
8787,0,1,0,0,0,0,0,1,
8788,1,0,0,0,1,0,3,1,
8790,7,1,0,1,5,1,19,3,
8791,0,1,0,0,0,0,0,1,
8792,1,1,0,1,0,0,1,1,
8797,0,3,0,0,0,0,0,1,
8798,1,0,0,0,1,0,3,1,
8800,0,2,0,0,0,0,0,1,
8801,1,0,0,1,0,0,1,1,
8802,1,0,0,0,1,0,3,1,
8808,1,0,0,0,1,0,3,1,
8815,0,1,0,0,0,0,0,1,
8816,0,1,0,0,0,0,0,1,
8819,0,1,0,0,0,0,0,1,
8822,0,2,0,0,0,0,0,1,
8825,1,0,0,1,0,0,1,1,
8835,1,1,0,0,1,0,3,1,
8837,1,2,0,1,0,0,1,1,
8839,3,1,0,0,2,1,9,2,
8841,1,1,0,0,1,0,3,1,
8843,2,1,0,1,0,1,4,1,
8844,0,1,0,0,0,0,0,1,
8848,1,0,0,1,0,0,1,1,
8853,1,0,0,0,1,0,3,1,
8857,0,1,0,0,0,0,0,1,
8858,3,1,0,0,3,0,9,2,
8859,2,3,0,1,1,0,4,1,
8867,0,1,0,0,0,0,0,1,
8870,3,2,0,1,2,0,7,2,
8871,0,2,0,0,0,0,0,1,
8875,0,1,0,0,0,0,0,1,
8877,4,3,1,1,3,0,10,2,
8880,2,0,0,0,2,0,6,2,
8883,2,0,0,0,1,1,6,2,
8884,1,1,0,1,0,0,1,1,
8885,2,2,0,0,2,0,6,2,
8886,2,2,0,1,1,0,4,1,
8887,1,0,0,0,0,1,3,1,
8888,0,1,0,0,0,0,0,1,
8891,1,1,0,1,0,0,1,1,
8895,0,1,0,0,0,0,0,1,
8906,1,0,0,0,1,0,3,1,
8913,0,2,0,0,0,0,0,1,
8914,1,2,0,0,1,0,3,1,
8915,0,1,0,0,0,0,0,1,
8917,0,1,0,0,0,0,0,1,
8919,2,1,0,0,2,0,6,2,
8920,0,1,0,0,0,0,0,1,
8921,4,5,0,1,2,1,10,2,
8922,1,0,0,1,0,0,1,1,
8927,4,2,0,0,2,2,12,3,
8930,1,0,0,0,1,0,3,1,
8931,6,8,0,2,4,0,14,3,
8934,1,2,0,0,1,0,3,1,
8935,0,2,0,0,0,0,0,1,
8936,1,0,0,0,1,0,3,1,
8937,1,1,0,0,1,0,3,1,
8942,1,1,0,1,0,0,1,1,
8947,3,0,0,0,1,2,9,2,
8950,1,1,0,0,0,1,3,1,
8959,0,1,0,0,0,0,0,1,
8961,0,1,0,0,0,0,0,1,
8966,0,1,0,0,0,0,0,1,
8972,0,1,0,0,0,0,0,1,
8973,0,1,0,0,0,0,0,1,
8974,1,1,0,0,0,1,3,1,
8978,3,2,0,0,2,1,9,2,
8980,0,1,0,0,0,0,0,1,
8985,0,2,0,0,0,0,0,1,
8987,1,0,0,1,0,0,1,1,
8989,0,1,0,0,0,0,0,1,
8990,0,1,0,0,0,0,0,1,
8992,3,0,0,2,1,0,5,1,
8993,1,0,0,0,1,0,3,1,
8995,1,1,0,0,1,0,3,1,
8997,1,1,0,0,1,0,3,1,
9000,4,1,0,0,4,0,12,3,
9003,0,1,0,0,0,0,0,1,
9004,1,0,0,1,0,0,1,1,
9005,0,1,0,0,0,0,0,1,
9006,1,0,0,0,1,0,3,1,
9009,0,1,0,0,0,0,0,1,
9010,0,1,0,0,0,0,0,1,
9011,0,1,0,0,0,0,0,1,
9013,0,1,0,0,0,0,0,1,
9014,1,0,0,0,1,0,3,1,
9017,0,1,0,0,0,0,0,1,
9018,0,1,0,0,0,0,0,1,
9019,1,0,0,0,1,0,3,1,
9029,1,0,0,0,0,1,3,1,
9034,2,1,0,1,1,0,4,1,
9041,2,0,0,0,2,0,6,2,
9044,0,1,0,0,0,0,0,1,
9051,3,1,0,1,2,0,7,2,
9053,1,0,0,0,1,0,3,1,
9054,0,2,0,0,0,0,0,1,
9058,0,1,0,0,0,0,0,1,
9060,0,1,0,0,0,0,0,1,
9065,1,0,0,1,0,0,1,1,
9068,0,1,0,0,0,0,0,1,
9081,0,1,0,0,0,0,0,1,
9084,1,0,0,0,1,0,3,1,
9091,1,0,0,1,0,0,1,1,
9092,0,1,0,0,0,0,0,1,
9096,0,1,0,0,0,0,0,1,
9103,0,1,0,0,0,0,0,1,
9107,1,1,0,0,1,0,3,1,
9109,0,1,0,0,0,0,0,1,
9111,0,1,0,0,0,0,0,1,
9116,0,1,0,0,0,0,0,1,
9117,0,1,0,0,0,0,0,1,
9120,0,1,0,0,0,0,0,1,
9130,1,2,0,1,0,0,1,1,
9131,0,1,0,0,0,0,0,1,
9134,1,1,0,0,1,0,3,1,
9135,0,1,0,0,0,0,0,1,
9137,3,2,0,1,2,0,7,2,
9140,1,0,0,0,0,1,3,1,
9146,1,0,0,0,1,0,3,1,
9155,0,1,0,0,0,0,0,1,
9157,1,0,0,0,1,0,3,1,
9159,0,2,0,0,0,0,0,1,
9162,0,1,0,0,0,0,0,1,
9169,1,1,0,0,1,0,3,1,
9171,0,1,0,0,0,0,0,1,
9172,0,2,0,0,0,0,0,1,
9177,1,0,0,0,1,0,3,1,
9179,1,4,0,1,0,0,1,1,
9187,3,2,0,1,2,0,7,2,
9189,0,1,0,0,0,0,0,1,
9190,1,3,0,0,1,0,3,1,
9196,5,3,0,0,5,0,15,3,
9208,0,3,0,0,0,0,0,1,
9214,1,0,0,0,1,0,3,1,
9220,1,0,0,1,0,0,1,1,
9223,1,1,0,1,0,0,1,1,
9229,0,1,0,0,0,0,0,1,
9230,3,1,0,3,0,0,3,1,
9233,0,1,0,0,0,0,0,1,
9234,0,1,0,0,0,0,0,1,
9240,1,0,0,0,1,0,3,1,
9241,0,1,0,0,0,0,0,1,
9245,0,1,0,0,0,0,0,1,
9249,1,0,0,0,1,0,3,1,
9250,0,3,0,0,0,0,0,1,
9253,1,0,0,0,1,0,3,1,
9255,1,0,0,0,1,0,3,1,
9257,0,1,0,0,0,0,0,1,
9258,0,1,0,0,0,0,0,1,
9262,0,1,0,0,0,0,0,1,
9267,0,1,0,0,0,0,0,1,
9270,1,1,0,1,0,0,1,1,
9274,0,1,0,0,0,0,0,1,
9275,0,2,0,0,0,0,0,1,
9280,1,1,0,0,1,0,3,1,
9282,1,3,0,0,1,0,3,1,
9284,0,1,0,0,0,0,0,1,
9303,1,0,0,0,1,0,3,1,
9305,1,1,1,0,1,0,3,1,
9323,1,1,0,1,0,0,1,1,
9336,0,3,0,0,0,0,0,1,
9344,0,1,0,0,0,0,0,1,
9348,1,0,0,0,1,0,3,1,
9350,0,2,0,0,0,0,0,1,
9357,0,1,0,0,0,0,0,1,
9358,0,1,0,0,0,0,0,1,
9361,0,1,0,0,0,0,0,1,
9364,1,0,0,0,1,0,3,1,
9368,0,2,0,0,0,0,0,1,
9380,1,3,0,1,0,0,1,1,
9381,1,1,0,0,0,1,3,1,
9385,1,0,0,0,1,0,3,1,
9387,2,7,0,0,2,0,6,2,
9388,1,2,0,0,1,0,3,1,
9390,1,0,0,1,0,0,1,1,
9391,0,1,0,0,0,0,0,1,
9392,0,1,0,0,0,0,0,1,
9393,0,1,0,0,0,0,0,1,
9397,0,1,0,0,0,0,0,1,
9398,0,3,0,0,0,0,0,1,
9400,0,2,0,0,0,0,0,1,
9401,1,2,0,0,1,0,3,1,
9402,0,2,0,0,0,0,0,1,
9405,1,2,0,0,1,0,3,1,
9407,1,0,0,0,1,0,3,1,
9408,1,0,0,0,1,0,3,1,
9412,0,1,0,0,0,0,0,1,
9417,0,1,0,0,0,0,0,1,
9423,2,1,0,1,1,0,4,1,
9432,2,1,0,0,1,1,6,2,
9433,1,0,0,1,0,0,1,1,
9436,0,2,0,0,0,0,0,1,
9438,0,1,0,0,0,0,0,1,
9440,0,1,1,0,0,0,0,1,
9446,0,1,0,0,0,0,0,1,
9449,0,1,0,0,0,0,0,1,
9450,0,1,0,0,0,0,0,1,
9452,0,1,0,0,0,0,0,1,
9453,2,1,0,0,2,0,6,2,
9459,0,1,0,0,0,0,0,1,
9461,0,1,0,0,0,0,0,1,
9465,3,1,0,0,3,0,9,2,
9466,2,0,0,1,1,0,4,1,
9469,9,5,0,2,7,0,23,3,
9471,6,1,0,2,4,0,14,3,
9473,2,0,0,0,2,0,6,2,
9475,1,1,0,0,1,0,3,1,
9484,2,0,0,1,1,0,4,1,
9488,3,0,0,1,2,0,7,2,
9489,0,1,0,0,0,0,0,1,
9497,0,1,0,0,0,0,0,1,
9498,1,0,0,0,1,0,3,1,
9499,1,0,0,0,0,1,3,1,
9504,0,3,0,0,0,0,0,1,
9506,0,1,0,0,0,0,0,1,
9507,0,1,0,0,0,0,0,1,
9508,0,1,0,0,0,0,0,1,
9510,1,0,0,1,0,0,1,1,
9520,0,3,0,0,0,0,0,1,
9521,0,1,0,0,0,0,0,1,
9523,0,1,0,0,0,0,0,1,
9528,0,1,0,0,0,0,0,1,
9529,7,13,0,0,6,1,21,3,
9531,1,0,0,0,1,0,3,1,
9533,1,0,0,0,0,1,3,1,
9535,3,4,0,0,2,1,9,2,
9536,0,1,0,0,0,0,0,1,
9543,5,2,0,0,4,1,15,3,
9546,1,2,0,0,1,0,3,1,
9549,4,3,0,0,4,0,12,3,
9552,1,0,0,0,1,0,3,1,
9563,0,1,0,0,0,0,0,1,
9564,4,2,0,0,4,0,12,3,
9566,0,1,0,0,0,0,0,1,
9568,3,0,0,0,3,0,9,2,
9570,1,0,0,1,0,0,1,1,
9578,1,0,0,0,1,0,3,1,
9586,0,1,0,0,0,0,0,1,
9589,1,0,0,1,0,0,1,1,
9593,2,0,0,0,2,0,6,2,
9595,4,2,0,0,4,0,12,3,
9598,0,1,0,0,0,0,0,1,
9601,0,1,0,0,0,0,0,1,
9604,1,0,0,0,1,0,3,1,
9607,4,5,0,1,3,0,10,2,
9610,1,0,0,0,1,0,3,1,
9613,1,0,0,0,1,0,3,1,
9615,2,1,1,0,2,0,6,2,
9617,3,4,0,3,0,0,3,1,
9628,0,1,0,0,0,0,0,1,
9629,0,2,0,0,0,0,0,1,
9647,0,1,0,0,0,0,0,1,
9650,1,0,0,1,0,0,1,1,
9655,0,1,0,0,0,0,0,1,
9659,0,1,0,0,0,0,0,1,
9660,0,1,0,0,0,0,0,1,
9661,0,2,0,0,0,0,0,1,
9662,0,1,0,0,0,0,0,1,
9665,0,1,0,0,0,0,0,1,
9668,0,2,0,0,0,0,0,1,
9670,1,0,0,1,0,0,1,1,
9673,1,0,0,0,1,0,3,1,
9678,1,0,0,0,1,0,3,1,
9680,0,1,0,0,0,0,0,1,
9681,0,1,0,0,0,0,0,1,
9684,0,1,0,0,0,0,0,1,
9686,2,0,0,0,2,0,6,2,
9687,0,1,0,0,0,0,0,1,
9689,1,0,0,0,1,0,3,1,
9694,0,1,0,0,0,0,0,1,
9699,1,2,0,0,1,0,3,1,
9702,2,2,0,1,1,0,4,1,
9706,1,0,0,0,1,0,3,1,
9707,2,1,0,1,1,0,4,1,
9712,1,0,0,0,1,0,3,1,
9713,0,1,0,0,0,0,0,1,
9714,0,1,0,0,0,0,0,1,
9721,1,0,0,0,1,0,3,1,
9722,4,0,0,0,4,0,12,3,
9726,5,4,0,0,5,0,15,3,
9728,1,1,0,0,0,1,3,1,
9732,1,1,0,0,1,0,3,1,
9733,1,0,0,0,1,0,3,1,
9738,2,2,0,0,1,1,6,2,
9739,1,1,0,0,1,0,3,1,
9742,1,0,0,0,1,0,3,1,
9745,0,1,0,0,0,0,0,1,
9751,1,0,0,1,0,0,1,1,
9752,1,5,0,0,1,0,3,1,
9754,1,1,0,0,1,0,3,1,
9756,0,1,0,0,0,0,0,1,
9762,0,1,0,0,0,0,0,1,
9763,1,0,0,1,0,0,1,1,
9764,1,3,0,0,1,0,3,1,
9767,0,3,0,0,0,0,0,1,
9769,0,1,0,0,0,0,0,1,
9774,0,1,0,0,0,0,0,1,
9775,0,2,0,0,0,0,0,1,
9777,0,2,0,0,0,0,0,1,
9780,0,5,0,0,0,0,0,1,
9792,0,1,0,0,0,0,0,1,
9800,1,0,0,0,1,0,3,1,
9802,1,8,0,0,1,0,3,1,
9804,0,1,0,0,0,0,0,1,
9805,1,0,0,0,1,0,3,1,
9810,0,2,0,0,0,0,0,1,
9811,1,0,0,1,0,0,1,1,
9814,1,0,0,1,0,0,1,1,
9816,0,1,0,0,0,0,0,1,
9819,1,1,0,1,0,0,1,1,
9824,0,1,0,0,0,0,0,1,
9826,2,3,0,0,2,0,6,2,
9835,0,2,0,0,0,0,0,1,
9843,2,0,0,0,2,0,6,2,
9851,0,2,0,0,0,0,0,1,
9853,0,1,0,0,0,0,0,1,
9861,0,1,0,0,0,0,0,1,
9868,0,1,0,0,0,0,0,1,
9871,1,1,0,0,1,0,3,1,
9876,0,1,0,0,0,0,0,1,
9881,0,1,0,0,0,0,0,1,
9883,0,1,0,0,0,0,0,1,
9889,1,0,0,0,1,0,3,1,
